"Country Name","Country Code",Time Period,"Aluminum (PALUM_USD)","Copper  (PCOPP_USD)","Iron Ore (PIORECR_USD)","Lead  (PLEAD_USD)","Metal index  (PMETA_Index)","Nickel  (PNICK_USD)","Tin  (PTIN_USD)","Uranium  (PURAN_USD)","Zinc  (PZINC_USD)",
"World","001",1990M1,"1528","2365.55699088135","14.05","707","67.4741755746967","7056","6592.00016466675","9","1294",
"World","001",1990M2,"1454","2358.9434","14.05","779","66.4068256657509","6977","6156.09993710937","8.8","1394",
"World","001",1990M3,"1567","2625.70272275848","14.05","1059","73.8726729330384","9267","6270.50025783081","8.8","1666",
"World","001",1990M4,"1526","2685.22689088135","14.05","835","72.8995135939812","8939","6390.90057890625","8.65","1686",
"World","001",1990M5,"1527","2740.34239088135","14.05","825","73.6119520655863","8698","6324.60050771484","9.35","1775",
"World","001",1990M6,"1566","2583.81490911865","14.05","837","73.0307786078087","8422","6096.00035966797","11","1715",
"World","001",1990M7,"1571","2769.00302275848","14.05","875","74.9073835864882","9318","5924.40021498413","11.6","1637",
"World","001",1990M8,"1782","2956.39555455933","14.05","875","81.3266719874504","10957","5905.2006175293","11.45","1615",
"World","001",1990M9,"2067","3040.17084544067","14.05","838","86.709886058394","10844","5707.00011245117","10.5","1537",
"World","001",1990M10,"1946","2742.54697724152","14.05","760","79.842528057733","9145","6061.40044733276","8.5","1353",
"World","001",1990M11,"1618","2583.81490911865","14.05","700","71.7199429847115","8587","5981.3006444458","9.5","1278",
"World","001",1990M12,"1522","2484.60700911865","14.05","624","68.6021819750595","8158","5615.20037615356","9.7","1265",
"World","001",1991M1,"1515","2447.1282","15.03","600","68.5126590378746","8569","5610.7579","9.1","1206",
"World","001",1991M2,"1505","2447.1282","15.03","593","68.3620283665974","8672","5582.09810911865","9.5","1188",
"World","001",1991M3,"1496","2409.64939088135","15.03","602","67.9720774461766","8700","5515.95950911865","9.4","1199",
"World","001",1991M4,"1392","2471.37932275848","15.03","600","66.8217804899572","9023","5557.84715455933","9","1254",
"World","001",1991M5,"1299.94995117188","2340.4246727356","15.03","559.820068359375","63.1843971194637","8499.609375","5698.72202270508","9.2","1127.73999023438",
"World","001",1991M6,"1283.55004882813","2218.06802725677","15.03","549.43994140625","61.5311268030622","8296.5","5709.30444091186","9","1067.44995117188",
"World","001",1991M7,"1297.54663085938","2231.25534581909","15.03","549.590087890625","61.9472473534963","8515.201171875","5673.59979650879","8.55","1063.41333007813",
"World","001",1991M8,"1259.693359375","2236.18677692413","15.03","541","60.8672194620405","8154.75","5647.72000130615","8.25","1047.73999023438",
"World","001",1991M9,"1212.09521484375","2318.58300291138","15.03","538.94970703125","59.9406720983444","7675.953125","5575.09564178467","7.25","1025.60009765625",
"World","001",1991M10,"1152.95458984375","2360.64557547607","15.03","522.19873046875","58.7736183340489","7453.86328125","5550.09115499878","7.25","991.64990234375",
"World","001",1991M11,"1134.92504882813","2375.66037788696","15.03","506.241180419922","58.8649005668352","7258.5","5514.45042627563","7.5","1100.65014648438",
"World","001",1991M12,"1099.5263671875","2205.91849749756","15.03","531.3681640625","57.266952186169","7140.263671875","5515.89492064209","7.4","1185.0791015625",
"World","001",1992M1,"1181.22729492188","2150.57962901611","14.31","515.671875","58.4517120537285","7531.13671875","5483.09137531128","8.75","1157.6591796875",
"World","001",1992M2,"1270.75","2208.89225860596","14.31","505.746032714844","60.6078607937412","7888","5612.10012927856","7.9","1135.47509765625",
"World","001",1992M3,"1282.02270507813","2231.78550956421","14.31","523.1494140625","61.0396589773427","7430.455078125","5637.04540996094","7.75","1217.77270507813",
"World","001",1992M4,"1317.125","2214.16681599274","14.31","533.256103515625","62.0088818730514","7417.951171875","5836.2497276123","7.75","1304.94995117188",
