commodity,msha_name,series,year,quarter,units,production,region,datastream price,bloomberg price,bloomberg * 100
platinum,Platinum Group Ore,USCPTSMY,2009,4,"Volumes, not seasonally adjusted",,US,,,
platinum,Platinum Group Ore,USCPTSMY,2010,1,"Volumes, not seasonally adjusted",,US,,,
platinum,Platinum Group Ore,USCPTSMY,2010,2,"Volumes, not seasonally adjusted",,US,,,
platinum,Platinum Group Ore,USCPTSMY,2010,3,"Volumes, not seasonally adjusted",,US,,,
platinum,Platinum Group Ore,USCPTSMY,2010,4,"Volumes, not seasonally adjusted",,US,,,
platinum,Platinum Group Ore,USCPTSMY,2011,1,"Volumes, not seasonally adjusted",,US,,,
platinum,Platinum Group Ore,USCPTSMY,2011,2,"Volumes, not seasonally adjusted",,US,,,
platinum,Platinum Group Ore,USCPTSMY,2011,3,"Volumes, not seasonally adjusted",,US,,,
platinum,Platinum Group Ore,USCPTSMY,2011,4,"Volumes, not seasonally adjusted",,US,,,
platinum,Platinum Group Ore,USCPTSMY,2012,1,"Volumes, not seasonally adjusted",,US,,,
platinum,Platinum Group Ore,USCPTSMY,2012,2,"Volumes, not seasonally adjusted",,US,,,
platinum,Platinum Group Ore,USCPTSMY,2012,3,"Volumes, not seasonally adjusted",,US,,,
platinum,Platinum Group Ore,USCPTSMY,2012,4,"Volumes, not seasonally adjusted",,US,,,
platinum,Platinum Group Ore,USCPTSMY,2013,1,"Volumes, not seasonally adjusted",,US,,,
platinum,Platinum Group Ore,USCPTSMY,2013,2,"Volumes, not seasonally adjusted",,US,,,
platinum,Platinum Group Ore,USCPTSMY,2013,3,"Volumes, not seasonally adjusted",,US,,,
platinum,Platinum Group Ore,USCPTSMY,2013,4,"Volumes, not seasonally adjusted",,US,,,
platinum,Platinum Group Ore,USCPTSMY,2014,1,"Volumes, not seasonally adjusted",,US,,,
platinum,Platinum Group Ore,USCPTSMY,2014,2,"Volumes, not seasonally adjusted",,US,,,
platinum,Platinum Group Ore,USCPTSMY,2014,3,"Volumes, not seasonally adjusted",,US,,,
platinum,Platinum Group Ore,USCPTSMY,2014,4,"Volumes, not seasonally adjusted",,US,,,
platinum,Platinum Group Ore,USCPTSMY,2015,1,"Volumes, not seasonally adjusted",,US,,,
platinum,Platinum Group Ore,USCPTSMY,2015,2,"Volumes, not seasonally adjusted",,US,,,
platinum,Platinum Group Ore,USCPTSMY,2015,3,"Volumes, not seasonally adjusted",,US,,,
silver,Silver Ore,USCSOSMY,2001,1,"Volumes, not seasonally adjusted",,US,,,
silver,Silver Ore,USCSOSMY,2001,2,"Volumes, not seasonally adjusted",,US,,,
silver,Silver Ore,USCSOSMY,2001,3,"Volumes, not seasonally adjusted",,US,,,
silver,Silver Ore,USCSOSMY,2001,4,"Volumes, not seasonally adjusted",,US,,,
silver,Silver Ore,USCSOSMY,2002,1,"Volumes, not seasonally adjusted",,US,,,
silver,Silver Ore,USCSOSMY,2002,2,"Volumes, not seasonally adjusted",,US,,,
silver,Silver Ore,USCSOSMY,2002,3,"Volumes, not seasonally adjusted",,US,,,
silver,Silver Ore,USCSOSMY,2002,4,"Volumes, not seasonally adjusted",,US,,,
silver,Silver Ore,USCSOSMY,2003,1,"Volumes, not seasonally adjusted",,US,,,
silver,Silver Ore,USCSOSMY,2003,2,"Volumes, not seasonally adjusted",,US,,,
silver,Silver Ore,USCSOSMY,2003,3,"Volumes, not seasonally adjusted",,US,,,
silver,Silver Ore,USCSOSMY,2003,4,"Volumes, not seasonally adjusted",,US,,,
silver,Silver Ore,USCSOSMY,2004,1,"Volumes, not seasonally adjusted",,US,,,
silver,Silver Ore,USCSOSMY,2004,2,"Volumes, not seasonally adjusted",,US,,,
silver,Silver Ore,USCSOSMY,2004,3,"Volumes, not seasonally adjusted",,US,,,
silver,Silver Ore,USCSOSMY,2004,4,"Volumes, not seasonally adjusted",,US,,,
silver,Silver Ore,USCSOSMY,2005,1,"Volumes, not seasonally adjusted",,US,,,
silver,Silver Ore,USCSOSMY,2005,2,"Volumes, not seasonally adjusted",,US,,,
silver,Silver Ore,USCSOSMY,2005,3,"Volumes, not seasonally adjusted",,US,,,
silver,Silver Ore,USCSOSMY,2005,4,"Volumes, not seasonally adjusted",,US,,,
silver,Silver Ore,USCSOSMY,2006,1,"Volumes, not seasonally adjusted",,US,,,
silver,Silver Ore,USCSOSMY,2006,2,"Volumes, not seasonally adjusted",,US,,,
silver,Silver Ore,USCSOSMY,2006,3,"Volumes, not seasonally adjusted",,US,,,
silver,Silver Ore,USCSOSMY,2006,4,"Volumes, not seasonally adjusted",,US,,,
silver,Silver Ore,USCSOSMY,2007,1,"Volumes, not seasonally adjusted",,US,,,
silver,Silver Ore,USCSOSMY,2007,2,"Volumes, not seasonally adjusted",,US,,,
silver,Silver Ore,USCSOSMY,2007,3,"Volumes, not seasonally adjusted",,US,,,
silver,Silver Ore,USCSOSMY,2007,4,"Volumes, not seasonally adjusted",,US,,,
silver,Silver Ore,USCSOSMY,2008,1,"Volumes, not seasonally adjusted",,US,,,
silver,Silver Ore,USCSOSMY,2008,2,"Volumes, not seasonally adjusted",,US,,,
silver,Silver Ore,USCSOSMY,2008,3,"Volumes, not seasonally adjusted",,US,,,
silver,Silver Ore,USCSOSMY,2008,4,"Volumes, not seasonally adjusted",,US,,,
silver,Silver Ore,USCSOSMY,2009,1,"Volumes, not seasonally adjusted",,US,,,
silver,Silver Ore,USCSOSMY,2009,2,"Volumes, not seasonally adjusted",,US,,,
silver,Silver Ore,USCSOSMY,2009,3,"Volumes, not seasonally adjusted",,US,,,
silver,Silver Ore,USCSOSMY,2009,4,"Volumes, not seasonally adjusted",,US,,,
silver,Silver Ore,USCSOSMY,2010,1,"Volumes, not seasonally adjusted",,US,,,
silver,Silver Ore,USCSOSMY,2010,2,"Volumes, not seasonally adjusted",,US,,,
silver,Silver Ore,USCSOSMY,2010,3,"Volumes, not seasonally adjusted",,US,,,
silver,Silver Ore,USCSOSMY,2010,4,"Volumes, not seasonally adjusted",,US,,,
silver,Silver Ore,USCSOSMY,2011,1,"Volumes, not seasonally adjusted",,US,,,
silver,Silver Ore,USCSOSMY,2011,2,"Volumes, not seasonally adjusted",,US,,,
silver,Silver Ore,USCSOSMY,2011,3,"Volumes, not seasonally adjusted",,US,,,
silver,Silver Ore,USCSOSMY,2011,4,"Volumes, not seasonally adjusted",,US,,,
silver,Silver Ore,USCSOSMY,2012,1,"Volumes, not seasonally adjusted",,US,,,
silver,Silver Ore,USCSOSMY,2012,2,"Volumes, not seasonally adjusted",,US,,,
silver,Silver Ore,USCSOSMY,2012,3,"Volumes, not seasonally adjusted",,US,,,
silver,Silver Ore,USCSOSMY,2012,4,"Volumes, not seasonally adjusted",,US,,,
silver,Silver Ore,USCSOSMY,2013,1,"Volumes, not seasonally adjusted",,US,,,
silver,Silver Ore,USCSOSMY,2013,2,"Volumes, not seasonally adjusted",,US,,,
silver,Silver Ore,USCSOSMY,2013,3,"Volumes, not seasonally adjusted",,US,,,
silver,Silver Ore,USCSOSMY,2013,4,"Volumes, not seasonally adjusted",,US,,,
silver,Silver Ore,USCSOSMY,2014,1,"Volumes, not seasonally adjusted",,US,,,
silver,Silver Ore,USCSOSMY,2014,2,"Volumes, not seasonally adjusted",,US,,,
silver,Silver Ore,USCSOSMY,2014,3,"Volumes, not seasonally adjusted",,US,,,
silver,Silver Ore,USCSOSMY,2014,4,"Volumes, not seasonally adjusted",,US,,,
silver,Silver Ore,USCSOSMY,2015,1,"Volumes, not seasonally adjusted",,US,,,
silver,Silver Ore,USCSOSMY,2015,2,"Volumes, not seasonally adjusted",,US,,,
silver,Silver Ore,USCSOSMY,2015,3,"Volumes, not seasonally adjusted",,US,,,
