commodity,msha_name,series,year,quarter,units,price
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,1986,4,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,1987,1,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,1987,2,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,1987,3,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,1987,4,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,1988,1,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,1988,2,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,1988,3,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,1988,4,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,1989,1,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,1989,2,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,1989,3,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,1989,4,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,1990,1,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,1990,2,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,1990,3,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,1990,4,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,1991,1,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,1991,2,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,1991,3,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,1991,4,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,1992,1,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,1992,2,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,1992,3,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,1992,4,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,1993,1,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,1993,2,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,1993,3,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,1993,4,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,1994,1,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,1994,2,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,1994,3,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,1994,4,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,1995,1,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,1995,2,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,1995,3,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,1995,4,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,1996,1,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,1996,2,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,1996,3,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,1996,4,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,1997,1,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,1997,2,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,1997,3,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,1997,4,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,1998,1,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,1998,2,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,1998,3,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,1998,4,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,1999,1,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,1999,2,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,1999,3,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,1999,4,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,2000,1,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,2000,2,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,2000,3,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,2000,4,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,2001,1,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,2001,2,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,2001,3,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,2001,4,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,2002,1,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,2002,2,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,2002,3,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,2002,4,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,2003,1,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,2003,2,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,2003,3,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,2003,4,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,2004,1,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,2004,2,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,2004,3,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,2004,4,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,2005,1,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,2005,2,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,2005,3,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,2005,4,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,2006,1,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,2006,2,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,2006,3,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,2006,4,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,2007,1,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,2007,2,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,2007,3,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,2007,4,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,2008,1,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,2008,2,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,2008,3,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,2008,4,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,2009,1,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,2009,2,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,2009,3,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,2009,4,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,2010,1,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,2010,2,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,2010,3,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,2010,4,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,2011,1,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,2011,2,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,2011,3,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,2011,4,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,2012,1,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,2012,2,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,2012,3,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,2012,4,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,2013,1,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,2013,2,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,2013,3,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,2013,4,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,2014,1,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,2014,2,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,2014,3,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,2014,4,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,2015,1,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,2015,2,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,2015,3,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,2015,4,U$/MT,
aluminum,Aluminum Ore-Bauxite,LME-Aluminium 99.7% Cash ,2016,1,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,1983,1,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,1983,2,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,1983,3,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,1983,4,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,1984,1,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,1984,2,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,1984,3,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,1984,4,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,1985,1,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,1985,2,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,1985,3,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,1985,4,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,1986,1,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,1986,2,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,1986,3,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,1986,4,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,1987,1,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,1987,2,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,1987,3,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,1987,4,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,1988,1,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,1988,2,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,1988,3,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,1988,4,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,1989,1,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,1989,2,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,1989,3,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,1989,4,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,1990,1,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,1990,2,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,1990,3,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,1990,4,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,1991,1,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,1991,2,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,1991,3,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,1991,4,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,1992,1,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,1992,2,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,1992,3,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,1992,4,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,1993,1,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,1993,2,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,1993,3,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,1993,4,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,1994,1,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,1994,2,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,1994,3,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,1994,4,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,1995,1,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,1995,2,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,1995,3,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,1995,4,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,1996,1,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,1996,2,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,1996,3,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,1996,4,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,1997,1,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,1997,2,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,1997,3,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,1997,4,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,1998,1,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,1998,2,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,1998,3,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,1998,4,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,1999,1,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,1999,2,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,1999,3,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,1999,4,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,2000,1,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,2000,2,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,2000,3,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,2000,4,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,2001,1,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,2001,2,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,2001,3,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,2001,4,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,2002,1,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,2002,2,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,2002,3,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,2002,4,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,2003,1,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,2003,2,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,2003,3,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,2003,4,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,2004,1,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,2004,2,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,2004,3,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,2004,4,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,2005,1,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,2005,2,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,2005,3,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,2005,4,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,2006,1,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,2006,2,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,2006,3,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,2006,4,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,2007,1,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,2007,2,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,2007,3,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,2007,4,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,2008,1,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,2008,2,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,2008,3,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,2008,4,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,2009,1,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,2009,2,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,2009,3,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,2009,4,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,2010,1,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,2010,2,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,2010,3,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,2010,4,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,2011,1,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,2011,2,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,2011,3,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,2011,4,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,2012,1,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,2012,2,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,2012,3,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,2012,4,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,2013,1,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,2013,2,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,2013,3,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,2013,4,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,2014,1,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,2014,2,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,2014,3,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,2014,4,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,2015,1,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,2015,2,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,2015,3,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,2015,4,U$/MT,
alumina,Alumina,LME-Aluminium 99.7% Cash ,2016,1,U$/MT,
nickel,Nickel Ore,LME-Nickel Cash S70022(P),1993,4,U$/MT,
nickel,Nickel Ore,LME-Nickel Cash S70022(P),1994,1,U$/MT,
nickel,Nickel Ore,LME-Nickel Cash S70022(P),1994,2,U$/MT,
nickel,Nickel Ore,LME-Nickel Cash S70022(P),1994,3,U$/MT,
nickel,Nickel Ore,LME-Nickel Cash S70022(P),1994,4,U$/MT,
nickel,Nickel Ore,LME-Nickel Cash S70022(P),1995,1,U$/MT,
nickel,Nickel Ore,LME-Nickel Cash S70022(P),1995,2,U$/MT,
nickel,Nickel Ore,LME-Nickel Cash S70022(P),1995,3,U$/MT,
nickel,Nickel Ore,LME-Nickel Cash S70022(P),1995,4,U$/MT,
nickel,Nickel Ore,LME-Nickel Cash S70022(P),1996,1,U$/MT,
nickel,Nickel Ore,LME-Nickel Cash S70022(P),1996,2,U$/MT,
nickel,Nickel Ore,LME-Nickel Cash S70022(P),1996,3,U$/MT,
nickel,Nickel Ore,LME-Nickel Cash S70022(P),1996,4,U$/MT,
nickel,Nickel Ore,LME-Nickel Cash S70022(P),1997,1,U$/MT,
nickel,Nickel Ore,LME-Nickel Cash S70022(P),1997,2,U$/MT,
nickel,Nickel Ore,LME-Nickel Cash S70022(P),1997,3,U$/MT,
nickel,Nickel Ore,LME-Nickel Cash S70022(P),1997,4,U$/MT,
nickel,Nickel Ore,LME-Nickel Cash S70022(P),1998,1,U$/MT,
nickel,Nickel Ore,LME-Nickel Cash S70022(P),1998,2,U$/MT,
nickel,Nickel Ore,LME-Nickel Cash S70022(P),1998,3,U$/MT,
nickel,Nickel Ore,LME-Nickel Cash S70022(P),1998,4,U$/MT,
nickel,Nickel Ore,LME-Nickel Cash S70022(P),1999,1,U$/MT,
nickel,Nickel Ore,LME-Nickel Cash S70022(P),1999,2,U$/MT,
nickel,Nickel Ore,LME-Nickel Cash S70022(P),1999,3,U$/MT,
nickel,Nickel Ore,LME-Nickel Cash S70022(P),1999,4,U$/MT,
nickel,Nickel Ore,LME-Nickel Cash S70022(P),2000,1,U$/MT,
nickel,Nickel Ore,LME-Nickel Cash S70022(P),2000,2,U$/MT,
nickel,Nickel Ore,LME-Nickel Cash S70022(P),2000,3,U$/MT,
nickel,Nickel Ore,LME-Nickel Cash S70022(P),2000,4,U$/MT,
nickel,Nickel Ore,LME-Nickel Cash S70022(P),2001,1,U$/MT,
nickel,Nickel Ore,LME-Nickel Cash S70022(P),2001,2,U$/MT,
nickel,Nickel Ore,LME-Nickel Cash S70022(P),2001,3,U$/MT,
nickel,Nickel Ore,LME-Nickel Cash S70022(P),2001,4,U$/MT,
nickel,Nickel Ore,LME-Nickel Cash S70022(P),2002,1,U$/MT,
nickel,Nickel Ore,LME-Nickel Cash S70022(P),2002,2,U$/MT,
nickel,Nickel Ore,LME-Nickel Cash S70022(P),2002,3,U$/MT,
nickel,Nickel Ore,LME-Nickel Cash S70022(P),2002,4,U$/MT,
nickel,Nickel Ore,LME-Nickel Cash S70022(P),2003,1,U$/MT,
nickel,Nickel Ore,LME-Nickel Cash S70022(P),2003,2,U$/MT,
nickel,Nickel Ore,LME-Nickel Cash S70022(P),2003,3,U$/MT,
nickel,Nickel Ore,LME-Nickel Cash S70022(P),2003,4,U$/MT,
nickel,Nickel Ore,LME-Nickel Cash S70022(P),2004,1,U$/MT,
nickel,Nickel Ore,LME-Nickel Cash S70022(P),2004,2,U$/MT,
nickel,Nickel Ore,LME-Nickel Cash S70022(P),2004,3,U$/MT,
nickel,Nickel Ore,LME-Nickel Cash S70022(P),2004,4,U$/MT,
nickel,Nickel Ore,LME-Nickel Cash S70022(P),2005,1,U$/MT,
nickel,Nickel Ore,LME-Nickel Cash S70022(P),2005,2,U$/MT,
nickel,Nickel Ore,LME-Nickel Cash S70022(P),2005,3,U$/MT,
nickel,Nickel Ore,LME-Nickel Cash S70022(P),2005,4,U$/MT,
nickel,Nickel Ore,LME-Nickel Cash S70022(P),2006,1,U$/MT,
nickel,Nickel Ore,LME-Nickel Cash S70022(P),2006,2,U$/MT,
nickel,Nickel Ore,LME-Nickel Cash S70022(P),2006,3,U$/MT,
nickel,Nickel Ore,LME-Nickel Cash S70022(P),2006,4,U$/MT,
nickel,Nickel Ore,LME-Nickel Cash S70022(P),2007,1,U$/MT,
nickel,Nickel Ore,LME-Nickel Cash S70022(P),2007,2,U$/MT,
nickel,Nickel Ore,LME-Nickel Cash S70022(P),2007,3,U$/MT,
nickel,Nickel Ore,LME-Nickel Cash S70022(P),2007,4,U$/MT,
nickel,Nickel Ore,LME-Nickel Cash S70022(P),2008,1,U$/MT,
nickel,Nickel Ore,LME-Nickel Cash S70022(P),2008,2,U$/MT,
nickel,Nickel Ore,LME-Nickel Cash S70022(P),2008,3,U$/MT,
nickel,Nickel Ore,LME-Nickel Cash S70022(P),2008,4,U$/MT,
nickel,Nickel Ore,LME-Nickel Cash S70022(P),2009,1,U$/MT,
nickel,Nickel Ore,LME-Nickel Cash S70022(P),2009,2,U$/MT,
nickel,Nickel Ore,LME-Nickel Cash S70022(P),2009,3,U$/MT,
nickel,Nickel Ore,LME-Nickel Cash S70022(P),2009,4,U$/MT,
nickel,Nickel Ore,LME-Nickel Cash S70022(P),2010,1,U$/MT,
nickel,Nickel Ore,LME-Nickel Cash S70022(P),2010,2,U$/MT,
nickel,Nickel Ore,LME-Nickel Cash S70022(P),2010,3,U$/MT,
nickel,Nickel Ore,LME-Nickel Cash S70022(P),2010,4,U$/MT,
nickel,Nickel Ore,LME-Nickel Cash S70022(P),2011,1,U$/MT,
nickel,Nickel Ore,LME-Nickel Cash S70022(P),2011,2,U$/MT,
nickel,Nickel Ore,LME-Nickel Cash S70022(P),2011,3,U$/MT,
